TOTAL REGISTERED VOTERS IN EACH POLLING UNIT IN KATSINA STATE AS AT 25/05/2022,,,,,,
,,,,,,
S/N,STATE,LGA,RA,PU,DELIM,TOTAL
5769,KATSINA,MUSAWA,JIKAMSHI,MARMACHI 'B' - ADUWA,20-29-02-002,650
5770,KATSINA,MUSAWA,JIKAMSHI,YARBORI - OPEN SPACE NEAR POLICE STATION,20-29-02-003,878
5771,KATSINA,MUSAWA,JIKAMSHI,DANGASKE  / PRI.SCHOOL,20-29-02-004,479
5772,KATSINA,MUSAWA,JIKAMSHI,MALAMAWA - MALAMAWA PRI.SCHOOL,20-29-02-005,608
5773,KATSINA,MUSAWA,JIKAMSHI,BAKIN GANDU / OPEN SPACE,20-29-02-006,948
5774,KATSINA,MUSAWA,JIKAMSHI,KOFAR-FADA I - K/FADA,20-29-02-007,1338
5775,KATSINA,MUSAWA,JIKAMSHI,BARGUMAWA - G/GAMJI,20-29-02-008,918
5776,KATSINA,MUSAWA,JIKAMSHI,KOFAR FADA II - K/FADA,20-29-02-009,904
5777,KATSINA,MUSAWA,JIKAMSHI,MARMACHI A JIKAMSHI,20-29-02-010,00
5778,KATSINA,MUSAWA,JIKAMSHI,YARBORI OPEN SPACE NEAR POLICE STATION,20-29-02-011,02
5779,KATSINA,MUSAWA,JIKAMSHI,BAKIN GANDU OPEN SPACE,20-29-02-012,11
5780,KATSINA,MUSAWA,JIKAMSHI,KOFAR FADA I KOFAR FADA,20-29-02-013,01
5781,KATSINA,MUSAWA,JIKAMSHI,KOFAR FADA I KOFAR FADA,20-29-02-014,06
5782,KATSINA,MUSAWA,JIKAMSHI,BARGUMAWA G GAMJI,20-29-02-015,03
5783,KATSINA,MUSAWA,JIKAMSHI,KOFAR FADA II KOFAR FADA,20-29-02-016,01
5784,KATSINA,MUSAWA,DANJANKU/KARACHI,TASHAR - NABABA - DISPENSARY,20-29-03-001,467
5785,KATSINA,MUSAWA,DANJANKU/KARACHI,DANKADO - PRI.SCHOOL,20-29-03-002,706
5786,KATSINA,MUSAWA,DANJANKU/KARACHI,MUNTA GARI-MUNTA GARI PRI.SCH,20-29-03-003,465
5787,KATSINA,MUSAWA,DANJANKU/KARACHI,DANJANKU I - PRI.SCHOOL,20-29-03-004,1240
5788,KATSINA,MUSAWA,DANJANKU/KARACHI,MURTA GARKI - MURTA PRI.SCHOOL,20-29-03-005,952
5789,KATSINA,MUSAWA,DANJANKU/KARACHI,BIRAWA - DANDALI,20-29-03-006,536
5790,KATSINA,MUSAWA,DANJANKU/KARACHI,MALIKAJI - K/GIDAN MAI UNG,20-29-03-007,533
5791,KATSINA,MUSAWA,DANJANKU/KARACHI,KARACHI - VIEWING CENTRE,20-29-03-008,1523
5792,KATSINA,MUSAWA,DANJANKU/KARACHI,GIDAN LUMBO - K/GIDAN M.UNGUWA,20-29-03-009,699
5793,KATSINA,MUSAWA,DANJANKU/KARACHI,KANYA KANAWA - K/GIDAN M. UNGUWA,20-29-03-010,595
5794,KATSINA,MUSAWA,DANJANKU/KARACHI,DANJANKU PRI SCHOOL,20-29-03-011,01
5795,KATSINA,MUSAWA,DANJANKU/KARACHI,MUNTA GARI PRI SCH,20-29-03-012,149
5796,KATSINA,MUSAWA,DANJANKU/KARACHI,KARACHI VIEWING CENTRE,20-29-03-013,04
5797,KATSINA,MUSAWA,DANJANKU/KARACHI,KARACHI VIEWING CENTRE,20-29-03-014,01
5798,KATSINA,MUSAWA,DANJANKU/KARACHI,DANJANKU III /PRI SCH,20-29-03-015,01
5799,KATSINA,MUSAWA,DANJANKU/KARACHI,DANJANKU II / PRI.SCHOOL,20-29-03-016,774
5800,KATSINA,MUSAWA,KIRA,KIRA - KIRA PRI SCHOOL,20-29-04-001,1690
5801,KATSINA,MUSAWA,KIRA,KAKAR - PRI.SCHOOL,20-29-04-002,561
5802,KATSINA,MUSAWA,KIRA,DAURAWA - PRI.SCHOOL,20-29-04-003,500
5803,KATSINA,MUSAWA,KIRA,UNG.ZAGI - FARWAND DISO,20-29-04-004,345
5804,KATSINA,MUSAWA,KIRA,GANUWA - DISPENSARY,20-29-04-005,908
5805,KATSINA,MUSAWA,KIRA,YAR KANYA - DANDALI,20-29-04-006,998
5806,KATSINA,MUSAWA,KIRA,DORAYI TSAMIYA,20-29-04-007,448
5807,KATSINA,MUSAWA,KIRA,CIKIN DUWAZU - PRI.SCHOOL,20-29-04-008,522
5808,KATSINA,MUSAWA,KIRA,FARAS - FARAS,20-29-04-009,597
5809,KATSINA,MUSAWA,KIRA,S/GARIN KIRA - DANDALI,20-29-04-010,517
5810,KATSINA,MUSAWA,KIRA,KIRA-KIRA PRI SCH,20-29-04-011,07
5811,KATSINA,MUSAWA,KIRA,KIRA PRIMARY SCH.,20-29-04-012,06
5812,KATSINA,MUSAWA,KIRA,GANUWA -DISPENSARY,20-29-04-013,00
5813,KATSINA,MUSAWA,KIRA,YARKANYA DANDALI,20-29-04-014,00
5814,KATSINA,MUSAWA,YARADAU/TABANNI,TABANNI I - TABANNI PRI.SCHOOL,20-29-05-001,724
5815,KATSINA,MUSAWA,YARADAU/TABANNI,GIDAN DARHO - G/DARHO PRI.SCHOOL,20-29-05-002,1020
5816,KATSINA,MUSAWA,YARADAU/TABANNI,RINJIN BADISO - GIDAN BADISO,20-29-05-003,421
5817,KATSINA,MUSAWA,YARADAU/TABANNI,A'AWA  / DANDALI,20-29-05-004,480
5818,KATSINA,MUSAWA,YARADAU/TABANNI,FUROGI - DANDALI,20-29-05-005,281
5819,KATSINA,MUSAWA,YARADAU/TABANNI,YAR RADAU - PRI.SCHOOL,20-29-05-006,686
5820,KATSINA,MUSAWA,YARADAU/TABANNI,DAMINAWA - PRI.SCHOOL,20-29-05-007,415
5821,KATSINA,MUSAWA,YARADAU/TABANNI,KYANKYANI - K/GIDAN M.UNGUWA,20-29-05-008,328
5822,KATSINA,MUSAWA,YARADAU/TABANNI,SABON GIDA  / PRI.SCHOOL,20-29-05-009,509
5823,KATSINA,MUSAWA,YARADAU/TABANNI,RINJIN SAMU - DANDALI,20-29-05-010,481
5824,KATSINA,MUSAWA,YARADAU/TABANNI,TABANNI II  / TABANNI PRI.SCHOOL,20-29-05-011,468
5825,KATSINA,MUSAWA,YARADAU/TABANNI,GIDAN DARHO -G/DARHO PRI SCH,20-29-05-012,00
5826,KATSINA,MUSAWA,TUGE,TUGE I - TUGE PRI.SCHOOL,20-29-06-001,550
5827,KATSINA,MUSAWA,TUGE,FENTEKA ZURI - ZURI PRI.SCHOOL,20-29-06-002,630
5828,KATSINA,MUSAWA,TUGE,KARO - KARO PRI.SCHOOL,20-29-06-003,546
5829,KATSINA,MUSAWA,TUGE,DANBASSA / WALKI - WALKI (DURUMI),20-29-06-004,832
5830,KATSINA,MUSAWA,TUGE,TSABE - TSABE PRI.SCHOOL,20-29-06-005,1176
5831,KATSINA,MUSAWA,TUGE,FANTEKA - FANTEKA PRI.SCHOOL,20-29-06-006,510
5832,KATSINA,MUSAWA,TUGE,KAKUNI - KAKUNI PRI SCHOOL,20-29-06-007,556
5833,KATSINA,MUSAWA,TUGE,SALIHAWA - SALIHAWA PRI.SCHOOL,20-29-06-008,476
5834,KATSINA,MUSAWA,TUGE,TUGE II - TUGE PRI.SCHOOL,20-29-06-009,1129
5835,KATSINA,MUSAWA,TUGE,DANBASSA / WALKI WALKI (DURUMI),20-29-06-010,01
5836,KATSINA,MUSAWA,TUGE,TSABE-TSABE PRI SCH,20-29-06-011,05
5837,KATSINA,MUSAWA,TUGE,TUGE II -TUGE PRI SCH,20-29-06-012,00
5838,KATSINA,MUSAWA,GINGIN,YARSANTA - DANDALI,20-29-07-001,852
5839,KATSINA,MUSAWA,GINGIN,UNG. ZOMO - GIDAN ZOMO,20-29-07-002,412
5840,KATSINA,MUSAWA,GINGIN,SHANGALAWA DANDALI,20-29-07-003,360
5841,KATSINA,MUSAWA,GINGIN,UNG.YARO PRI.SCHOOL,20-29-07-004,541
5842,KATSINA,MUSAWA,GINGIN,MANGAFI - PRI. SCHOOL,20-29-07-005,1586
5843,KATSINA,MUSAWA,GINGIN,UNG LIMAN PRI.SCHOOL,20-29-07-006,630
5844,KATSINA,MUSAWA,GINGIN,KATSIRO PRI.SCHOOL,20-29-07-007,576
5845,KATSINA,MUSAWA,GINGIN,UNG.SANI M/ROGO - K/GIDAN M/UNG,20-29-07-008,668
5846,KATSINA,MUSAWA,GINGIN,YARKIRIGI - PRI.SCHOOL,20-29-07-009,593
5847,KATSINA,MUSAWA,GINGIN,YARSANTA DANDALI,20-29-07-010,07
5848,KATSINA,MUSAWA,GINGIN,MANGAFI PRI SCH,20-29-07-011,47
5849,KATSINA,MUSAWA,GINGIN,MANGAFI PRI. SCH.MANGAFI,20-29-07-012,66
5850,KATSINA,MUSAWA,KURKUJAN 'A',KURKUJAN GABAS I / KURKUJAN PRI.SCHOOL,20-29-08-001,1521
5851,KATSINA,MUSAWA,KURKUJAN 'A',FARAS - FARAS PRI.SCHOOL,20-29-08-002,302
5852,KATSINA,MUSAWA,KURKUJAN 'A',BACHIRAWA - BACHIRAWA PRI.SCHOOL,20-29-08-003,412
5853,KATSINA,MUSAWA,KURKUJAN 'A',KOKANA /  DANDALI,20-29-08-004,283
5854,KATSINA,MUSAWA,KURKUJAN 'A',JIRADA - DANDALI,20-29-08-005,586
5855,KATSINA,MUSAWA,KURKUJAN 'A',KAUYEN BANGO /  PRI.SCHOOL,20-29-08-006,500
5856,KATSINA,MUSAWA,KURKUJAN 'A',KURKUJAN GABAS II / KURUJAN PRI.SCHOOL,20-29-08-007,780
5857,KATSINA,MUSAWA,KURKUJAN 'A',KURKUJAN GABAS I -KURKUJAN PRI SCH,20-29-08-008,03
5858,KATSINA,MUSAWA,KURKUJAN 'A',"KURKUJAN GABAS, KURKUJAN PRI. SCH.",20-29-08-009,03
5859,KATSINA,MUSAWA,KURKUJAN 'A',KURKUJAN GABAS II -KURKUJAN PRI SCH,20-29-08-010,09
5860,KATSINA,MUSAWA,DANGANI,BEBADAWA - BEBADAWA - PRI.SCHOOL,20-29-09-001,1267
5861,KATSINA,MUSAWA,DANGANI,KAFIN BARDE - K/GIDAN MAI UNGUWA,20-29-09-002,752
5862,KATSINA,MUSAWA,DANGANI,TURAWA - K/GIDAN M.UNGUWA,20-29-09-003,595
5863,KATSINA,MUSAWA,DANGANI,KUJAMA  / K/GIDAN ALH.MUSA,20-29-09-004,585
5864,KATSINA,MUSAWA,DANGANI,KOFAR-FADA - ADULT EDU. CLASS,20-29-09-005,1909
5865,KATSINA,MUSAWA,DANGANI,BAKAM PRI.SCHOOL,20-29-09-006,1034
5866,KATSINA,MUSAWA,DANGANI,YAR'AIKAU  / YAR'AIKAU PRI.SCHOOL,20-29-09-007,570
5867,KATSINA,MUSAWA,DANGANI,MAGARYA - TASHAR ALH. RABE,20-29-09-008,399
5868,KATSINA,MUSAWA,DANGANI,KATOGE - MADALA PRI.SCHOOL,20-29-09-009,1102
5869,KATSINA,MUSAWA,DANGANI,BAMBAMA - K/G MAI/UNG.TANKO,20-29-09-010,988
5870,KATSINA,MUSAWA,DANGANI,BEBADAWA-BEBADAWA PRI SCH,20-29-09-011,02
5871,KATSINA,MUSAWA,DANGANI,TUGE PRI. SCH.TUGE,20-29-09-012,00
5872,KATSINA,MUSAWA,DANGANI,KAFIN BARDE KOFAR GIDAN MAI UNGUWA,20-29-09-013,00
5873,KATSINA,MUSAWA,DANGANI,KOFAR FADA ADULT EDUC. CLASS,20-29-09-014,02
5874,KATSINA,MUSAWA,DANGANI,KOFAR FADA ADULT EDUC. CLASS,20-29-09-015,01
5875,KATSINA,MUSAWA,DANGANI,KOFAR FADA DANGANI,20-29-09-016,03
5876,KATSINA,MUSAWA,DANGANI,BAKAM PRI.SCHOOL,20-29-09-017,01
5877,KATSINA,MUSAWA,DANGANI,KATOGE MADALA PRI SCH,20-29-09-018,00
5878,KATSINA,MUSAWA,DANGANI,BAMBAMA KOFAR GIDAN MAI UNG TANKO,20-29-09-019,02
5879,KATSINA,MUSAWA,GARU,KUNTURYA - KUNTURYA PRI.SCHOOL,20-29-10-001,639
5880,KATSINA,MUSAWA,GARU,GANGARA - GANGARA PRI.SCHOOL,20-29-10-002,506
5881,KATSINA,MUSAWA,GARU,HADABA - HADABA PRI.SCHOOL,20-29-10-003,550
5882,KATSINA,MUSAWA,GARU,UNG.ZODA - K/GIDAN M/UNGUWA,20-29-10-004,280
5883,KATSINA,MUSAWA,GARU,GARU I /  GARU PRI.SCHOOL,20-29-10-005,932
5884,KATSINA,MUSAWA,GARU,TSUNTSAYE - TSUNTSAYE PRI.SCHOOL,20-29-10-006,990
5885,KATSINA,MUSAWA,GARU,TSEGUN - TSEGUN PRI.SCHOOL,20-29-10-007,431
5886,KATSINA,MUSAWA,GARU,WANGA-WANGA - DANDALI,20-29-10-008,866
5887,KATSINA,MUSAWA,GARU,GARU II - GARU PRI.SCHOOL,20-29-10-009,776
5888,KATSINA,MUSAWA,GARU,GARU I-GARU PRI SCH,20-29-10-010,03
5889,KATSINA,MUSAWA,GARU,TSUNTSAYE -TSUNTSAYE PRI SCH,20-29-10-011,02
5890,KATSINA,MUSAWA,GARU,WANGA WANGA DANDALI,20-29-10-012,00
5891,KATSINA,MUSAWA,GARU,GARU II -GARU PRI SCH,20-29-10-013,02
5892,KATSINA,MUSAWA,KURKUJAN 'B',KARACHI -GABAS I /  MARARRABA PRI.SCHOOL,20-29-11-001,1634
5893,KATSINA,MUSAWA,KURKUJAN 'B',YAR'DANYA - YAR'DANYA,20-29-11-002,686
5894,KATSINA,MUSAWA,KURKUJAN 'B',RUGA FARI 'A' / R/FARI PRI.SCHOOL,20-29-11-003,490
5895,KATSINA,MUSAWA,KURKUJAN 'B',RUGA FARI 'B' / R/FARI PRI.SCHOOL,20-29-11-004,341
5896,KATSINA,MUSAWA,KURKUJAN 'B',FULALAWA PRI.SCHOOL,20-29-11-005,680
5897,KATSINA,MUSAWA,KURKUJAN 'B',TAMFAI  / KANKWANA,20-29-11-006,513
5898,KATSINA,MUSAWA,KURKUJAN 'B',KARACHI GABAS II  / MARARBA PRI.SCHOOL,20-29-11-007,949
5899,KATSINA,MUSAWA,KURKUJAN 'B',KARACHI-GABAS I /MARARRABA PRI SCH,20-29-11-008,00
5900,KATSINA,MUSAWA,KURKUJAN 'B',"KARACHI GABAS, MARARRABA PRI SCH.",20-29-11-009,02
5901,KATSINA,MUSAWA,KURKUJAN 'B',KARACHI GABAS II /MARARRABA PRI SCH,20-29-11-010,15
5902,KATSINA,RIMI,RIMI,KANGIWA NEAR ALH.AHMADU HOUSE,20-30-01-001,925
5903,KATSINA,RIMI,RIMI,SABON GARI/LIMAN J. MODEL PRI.SCHOOL I,20-30-01-002,1957
5904,KATSINA,RIMI,RIMI,SABON GARI/LIMAN J. MODEL PRI.SCHOOL II,20-30-01-003,1396
5905,KATSINA,RIMI,RIMI,LAMBAR RIMI LAMBA PRI.SCHOOL,20-30-01-004,1089
5906,KATSINA,RIMI,RIMI,JIKAMSHI - JIKAMSHI,20-30-01-005,700
5907,KATSINA,RIMI,RIMI,SHAISKAWA - SHAISKAWA,20-30-01-006,816
5908,KATSINA,RIMI,RIMI,SIYYA - SIYYA,20-30-01-007,524
5909,KATSINA,RIMI,RIMI,K/AREWA - TASHAR MANU,20-30-01-008,1221
5910,KATSINA,RIMI,RIMI,MARMARA - MARMARA,20-30-01-009,644
5911,KATSINA,RIMI,RIMI,TASHAR YAN GISHIRI - TASHARY GISHIRI,20-30-01-010,865
5912,KATSINA,RIMI,RIMI,TUNDUN  WADA - TUDUN WADA,20-30-01-011,983
5913,KATSINA,RIMI,RIMI,GANA - GANA,20-30-01-012,1004
5914,KATSINA,RIMI,RIMI,SANTAR KACHI - SANTAR KACI,20-30-01-013,873
5915,KATSINA,RIMI,RIMI,KASA KIRA KASA-KIRA,20-30-01-014,717
5916,KATSINA,RIMI,RIMI,GUNAU - CLOSED TO PRI.SCHOOL,20-30-01-015,438
5917,KATSINA,RIMI,RIMI,KAGO - GARI,20-30-01-016,760
5918,KATSINA,RIMI,RIMI,MATSAWA - MATSAWA,20-30-01-017,513
5919,KATSINA,RIMI,RIMI,MAKERA - MAKERA,20-30-01-018,625
5920,KATSINA,RIMI,RIMI,INWALA BAKIN KASUWA,20-30-01-019,1355
5921,KATSINA,RIMI,RIMI,KANGIWA - K/AHMADU,20-30-01-020,564
5922,KATSINA,RIMI,RIMI,SIYYA - SIYYA,20-30-01-021,414
5923,KATSINA,RIMI,RIMI,TASHAR YAN-GISHIRI T/YANGISHIRI,20-30-01-022,733
5924,KATSINA,RIMI,RIMI,TUDUN / WADA /T/ WADA,20-30-01-023,567
5925,KATSINA,RIMI,RIMI,KOFAR YAMMA,20-30-01-024,85
5926,KATSINA,RIMI,RIMI,UNGUWAR ILIMI I,20-30-01-025,51
5927,KATSINA,RIMI,RIMI,UNGUWAR LIMAN MAKERA,20-30-01-026,01
5928,KATSINA,RIMI,RIMI,JURURU I,20-30-01-027,35
5929,KATSINA,RIMI,RIMI,GIRLS PRIMARY SCHOOL RIMI,20-30-01-028,34
5930,KATSINA,RIMI,RIMI,UNGUWAR ILIMI II,20-30-01-029,36
5931,KATSINA,RIMI,RIMI,DUNIYAR SAMA,20-30-01-030,106
5932,KATSINA,RIMI,RIMI,DANHAKO,20-30-01-031,111
5933,KATSINA,RIMI,RIMI,UNGUWAR KWARI,20-30-01-032,66
5934,KATSINA,RIMI,RIMI,TUDUN WADA II,20-30-01-033,131
5935,KATSINA,RIMI,RIMI,GANA II,20-30-01-034,103
5936,KATSINA,RIMI,RIMI,GUNDUMI,20-30-01-035,40
5937,KATSINA,RIMI,RIMI,TANKI SABUWAR UNGUWA,20-30-01-036,276
5938,KATSINA,RIMI,ABUKUR,TAFIDARAWA I PRI.SCHOOL,20-30-02-001,468
5939,KATSINA,RIMI,ABUKUR,TAFIDARAWA II TAFIDARAWA,20-30-02-002,295
5940,KATSINA,RIMI,ABUKUR,K/GABAS JIHI YARCEDIYA,20-30-02-003,622
5941,KATSINA,RIMI,ABUKUR,KOFAR GABAS JIHI K/GABAS JIHI II,20-30-02-004,739
5942,KATSINA,RIMI,ABUKUR,YAN-ALBASA PRI.SCHOOL,20-30-02-005,875
5943,KATSINA,RIMI,ABUKUR,TASHA T.V CENTRE,20-30-02-006,771
5944,KATSINA,RIMI,ABUKUR,KAUKAI PRI.SCHOOL,20-30-02-007,877
5945,KATSINA,RIMI,ABUKUR,AKASAWA I YARFAGE,20-30-02-008,773
5946,KATSINA,RIMI,ABUKUR,AKASAWA II AKARAWA,20-30-02-009,795
5947,KATSINA,RIMI,ABUKUR,TSOHUWAR KASUWA,20-30-02-010,1037
5948,KATSINA,RIMI,ABUKUR,RUSKE RUSKE GARI,20-30-02-011,234
5949,KATSINA,RIMI,ABUKUR,KADIYAWA - KADIYAWA,20-30-02-012,402
5950,KATSINA,RIMI,ABUKUR,TAFIDARAWA PRI.SCHOOL III,20-30-02-013,363
5951,KATSINA,RIMI,ABUKUR,K/GABAS YAR-CHEDIYA YAR-TITI,20-30-02-014,670
5952,KATSINA,RIMI,ABUKUR,UNGUWAR YAN ALBASA,20-30-02-015,05
5953,KATSINA,RIMI,ABUKUR,DOROWA OPEN SPACE,20-30-02-016,09
5954,KATSINA,RIMI,ABUKUR,MAJALISA,20-30-02-017,40
5955,KATSINA,RIMI,ABUKUR,HAMADAWA,20-30-02-018,02
5956,KATSINA,RIMI,MAJENGOBIR,MALUMFASHI - RIJIYA MAI SUMINTI,20-30-03-001,810
5957,KATSINA,RIMI,MAJENGOBIR,MAJEN GOBIR I PRI.SCHOOL,20-30-03-002,809
5958,KATSINA,RIMI,MAJENGOBIR,MAJEN GOBIR II PRI.SCHOOL,20-30-03-003,991
5959,KATSINA,RIMI,MAJENGOBIR,KARARE I KARARE,20-30-03-004,497
5960,KATSINA,RIMI,MAJENGOBIR,KARARE II KARARE,20-30-03-005,551
5961,KATSINA,RIMI,MAJENGOBIR,MAGAJI MAGAJI,20-30-03-006,623
5962,KATSINA,RIMI,MAJENGOBIR,FADUMA - FADUMA,20-30-03-007,727
5963,KATSINA,RIMI,MAJENGOBIR,HARDA - HARDA,20-30-03-008,565
5964,KATSINA,RIMI,MAJENGOBIR,BARDAYYA I B.PRI.SCHOOL,20-30-03-009,941
5965,KATSINA,RIMI,MAJENGOBIR,BARDAYYA II B.PRI.SCHOOL,20-30-03-010,474
5966,KATSINA,RIMI,MAJENGOBIR,MAGAJI MAGAJI,20-30-03-011,424
5967,KATSINA,RIMI,MAJENGOBIR,ISLAMIYYA,20-30-03-012,00
5968,KATSINA,RIMI,MAJENGOBIR,KARNI PRIMARY SCHOOL,20-30-03-013,66
5969,KATSINA,RIMI,MAJENGOBIR,KOFAR GABAS,20-30-03-014,16
5970,KATSINA,RIMI,MAJENGOBIR,BARDAYYA OPEN SPACE,20-30-03-015,110
5971,KATSINA,RIMI,REMAWA/IYATAWA,FARDAMI I GIDAN LEKO,20-30-04-001,437
5972,KATSINA,RIMI,REMAWA/IYATAWA,FARDAMI II GIDAN ILIYA,20-30-04-002,592
5973,KATSINA,RIMI,REMAWA/IYATAWA,BUJAWA G/KALLA HOUSE,20-30-04-003,482
5974,KATSINA,RIMI,REMAWA/IYATAWA,YAR-NABAYA G/GAMBO,20-30-04-004,568
5975,KATSINA,RIMI,REMAWA/IYATAWA,JOBAWA - JOBAWA,20-30-04-005,638
5976,KATSINA,RIMI,REMAWA/IYATAWA,GEMAWA PRI.SCHOOL,20-30-04-006,591
5977,KATSINA,RIMI,REMAWA/IYATAWA,BUJAWA PRI.SCHOOL,20-30-04-007,366
5978,KATSINA,RIMI,REMAWA/IYATAWA,BEGUWA BEGUWA,20-30-04-008,563
5979,KATSINA,RIMI,REMAWA/IYATAWA,SABON-LAYI - SABON LAYI,20-30-04-009,810
5980,KATSINA,RIMI,REMAWA/IYATAWA,ZANGON KANYA PRI.SCHOOL,20-30-04-010,573
5981,KATSINA,RIMI,REMAWA/IYATAWA,UN-LIMAN UNG.LIMAN,20-30-04-011,550
5982,KATSINA,RIMI,REMAWA/IYATAWA,HARABA - HARABA,20-30-04-012,671
5983,KATSINA,RIMI,REMAWA/IYATAWA,K/KUDU -K/KUDU,20-30-04-013,596
5984,KATSINA,RIMI,REMAWA/IYATAWA,TAKA TSIMI PRI.SCHOOL I,20-30-04-014,601
5985,KATSINA,RIMI,REMAWA/IYATAWA,TAKA TSIMI PRI.SCHOOL II,20-30-04-015,681
5986,KATSINA,RIMI,REMAWA/IYATAWA,GALADINCHI - GALADINCHI,20-30-04-016,462
5987,KATSINA,RIMI,REMAWA/IYATAWA,ARAWA - ARAWA,20-30-04-017,518
5988,KATSINA,RIMI,REMAWA/IYATAWA,KUNTAWA - KUNTAWA,20-30-04-018,377
5989,KATSINA,RIMI,REMAWA/IYATAWA,BARARAFA - BARARAFA,20-30-04-019,488
5990,KATSINA,RIMI,REMAWA/IYATAWA,SABON LAYI II,20-30-04-020,43
5991,KATSINA,RIMI,KADANDANI,DURUMI - DURUMI GARI,20-30-05-001,400
5992,KATSINA,RIMI,KADANDANI,YARA - YARA,20-30-05-002,879
5993,KATSINA,RIMI,KADANDANI,K/FADA - FADA,20-30-05-003,965
5994,KATSINA,RIMI,KADANDANI,SABON LAYI - SABON LAYI,20-30-05-004,752
5995,KATSINA,RIMI,KADANDANI,GIDAN MALIKI - G.MALIKI,20-30-05-005,417
5996,KATSINA,RIMI,KADANDANI,MARNA - MARNA,20-30-05-006,1034
5997,KATSINA,RIMI,KADANDANI,ARE PRI.SCHOOL,20-30-05-007,596
5998,KATSINA,RIMI,KADANDANI,BUKASAWA BUKASAWA,20-30-05-008,457
5999,KATSINA,RIMI,KADANDANI,LADANAWA PRI.SCHOOL,20-30-05-009,495
6000,KATSINA,RIMI,KADANDANI,CIKA-KOSHI - CIKA KOSHI,20-30-05-010,324
6001,KATSINA,RIMI,KADANDANI,AGIRA - AGIRA,20-30-05-011,472
6002,KATSINA,RIMI,KADANDANI,AGIRA ZANGO - AGIRA ZANGO,20-30-05-012,321
6003,KATSINA,RIMI,KADANDANI,SABON LAYI GABAS,20-30-05-013,50
6004,KATSINA,RIMI,KADANDANI,KOFAR YAMMA OPEN SPACE,20-30-05-014,05
6005,KATSINA,RIMI,KADANDANI,MARNA PRIMARY SCHOOL,20-30-05-015,134
6006,KATSINA,RIMI,SABON GARIN/ALARAIN,BUJUWA SHEHU - BUJUWA SHEHU SHEHU,20-30-06-001,497
6007,KATSINA,RIMI,SABON GARIN/ALARAIN,DOGARA - DOGARA,20-30-06-002,675
6008,KATSINA,RIMI,SABON GARIN/ALARAIN,UNG-MALAMAI PRI.SCHOOL,20-30-06-003,869
6009,KATSINA,RIMI,SABON GARIN/ALARAIN,GOBIRAWA - GOBIRAWA,20-30-06-004,219
6010,KATSINA,RIMI,SABON GARIN/ALARAIN,UNG RIMJI - UNG RIMJI,20-30-06-005,359
6011,KATSINA,RIMI,SABON GARIN/ALARAIN,K/GABAS FADA - FADA,20-30-06-006,392
6012,KATSINA,RIMI,SABON GARIN/ALARAIN,DOMAWA - DOMAWA,20-30-06-007,811
6013,KATSINA,RIMI,SABON GARIN/ALARAIN,GUNGU - GUNGU,20-30-06-008,665
6014,KATSINA,RIMI,SABON GARIN/ALARAIN,NASARAWA - NASARAWA,20-30-06-009,517
6015,KATSINA,RIMI,SABON GARIN/ALARAIN,KATAKAM - KATAKAM,20-30-06-010,359
6016,KATSINA,RIMI,SABON GARIN/ALARAIN,JIHI GARI,20-30-06-011,547
6017,KATSINA,RIMI,SABON GARIN/ALARAIN,RENAWA GARI,20-30-06-012,655
6018,KATSINA,RIMI,SABON GARIN/ALARAIN,ILGARAM GAGRAM,20-30-06-013,541
6019,KATSINA,RIMI,SABON GARIN/ALARAIN,TASHAR ZAKARA BY STATION,20-30-06-014,522
6020,KATSINA,RIMI,SABON GARIN/ALARAIN,EKA T.V CENTRE,20-30-06-015,427
6021,KATSINA,RIMI,SABON GARIN/ALARAIN,K/FADA GABAS FADA,20-30-06-016,585
6022,KATSINA,RIMI,SABON GARIN/ALARAIN,VETERINARY CLINIC,20-30-06-017,32
6023,KATSINA,RIMI,TSAGERO,TSAGERO EAST PRI.SCHOOL,20-30-07-001,874
6024,KATSINA,RIMI,TSAGERO,TSAGERO GARI PRI.SCHOOL,20-30-07-002,823
6025,KATSINA,RIMI,TSAGERO,TSAGERO WEST PRI.SCHOOL,20-30-07-003,757
6026,KATSINA,RIMI,TSAGERO,YANBAKABIYA - YAN BAKABIYA,20-30-07-004,328
6027,KATSINA,RIMI,TSAGERO,MADUNKA EAST - MADUKA EAST,20-30-07-005,649
6028,KATSINA,RIMI,TSAGERO,MADUNKA JAMAA MADUKA E.,20-30-07-006,499
6029,KATSINA,RIMI,TSAGERO,MADUNKA IBILAWA - MADUNKA IBILAWA,20-30-07-007,625
6030,KATSINA,RIMI,TSAGERO,MALLAMAWA - MALLAMAWA,20-30-07-008,475
6031,KATSINA,RIMI,TSAGERO,TURAJI - PRI.SCHOOL,20-30-07-009,579
6032,KATSINA,RIMI,TSAGERO,KADDAJI - KADAJI,20-30-07-010,640
6033,KATSINA,RIMI,TSAGERO,SABON-GARI TSAGERO PRI.SCH.,20-30-07-011,374
6034,KATSINA,RIMI,TSAGERO,BLOCK A LIBRARY,20-30-07-012,61
6035,KATSINA,RIMI,TSAGERO,BLOCK E U.B.E CLASS,20-30-07-013,84
6036,KATSINA,RIMI,FARDAMI,BAI PRI.SCHOOL,20-30-08-001,522
6037,KATSINA,RIMI,FARDAMI,FARDAMI - FARDAMI PRI.SCHOOL,20-30-08-002,1555
